time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-10T03:43:22.435Z,-5.8751,128.29,347.36,5,mb,,27,3.647,0.64,us,us7000h88u,2022-05-18T04:20:49.040Z,"241 km S of Ambon, Indonesia",earthquake,8,5.1,0.042,178,reviewed,us,us
2022-05-10T03:40:07.326Z,-59.7259,-26.2517,35,5.1,mb,,38,7.803,0.94,us,us7000h88t,2022-05-18T04:12:59.040Z,"South Sandwich Islands region",earthquake,7.7,1.9,0.057,99,reviewed,us,us
2022-05-10T03:21:55.070Z,-3.8912,135.9433,10,4.5,mb,,124,3.812,0.36,us,us6000hlsw,2022-05-18T02:36:49.040Z,"76 km SE of Nabire, Indonesia",earthquake,9.9,1.9,0.191,8,reviewed,us,us
2022-05-10T02:50:04.957Z,-6.2903,142.5215,10,4.6,mb,,56,4.165,0.95,us,us6000hlss,2022-05-18T02:23:59.040Z,"68 km SW of Tari, Papua New Guinea",earthquake,7.4,1.7,0.157,12,reviewed,us,us
2022-05-10T02:49:06.444Z,-56.0736,-45.3653,10,5.2,mww,,53,5.394,0.65,us,us7000h88k,2022-05-18T04:31:13.040Z,"Scotia Sea",earthquake,8.6,1.8,0.066,22,reviewed,us,us
2022-05-10T02:18:31.171Z,-17.5676,-70.3591,95.72,4.6,mb,,79,0.799,0.98,us,us7000h88f,2022-05-18T03:32:06.874Z,"16 km WSW of Chipispaya, Peru",earthquake,6.4,5,0.048,131,reviewed,us,us
2022-05-10T02:09:39.891Z,-33.1195,-179.3883,10,4.7,mb,,83,4.045,0.46,us,us6000hlsr,2022-05-18T01:59:51.040Z,"south of the Kermadec Islands",earthquake,9,1.9,0.246,10,reviewed,us,us
2022-05-10T01:36:43.771Z,-33.161,-179.15,10,5.2,mb,,57,4.027,0.9,us,us7000h888,2022-05-18T03:19:10.040Z,"south of the Kermadec Islands",earthquake,8.6,1.7,0.077,55,reviewed,us,us
2022-05-10T00:02:30.068Z,-3.4494,146.0831,10,5.3,mww,,47,6.111,0.99,us,us7000h87v,2022-05-10T00:21:54.040Z,"198 km N of Madang, Papua New Guinea",earthquake,9.5,1.9,0.089,12,reviewed,us,us
2022-05-09T22:54:44.288Z,-3.4921,146.8175,10,4.7,mb,,73,5.379,0.89,us,us7000h8aa,2022-05-11T21:37:57.040Z,"168 km SSW of Lorengau, Papua New Guinea",earthquake,13.2,1.9,0.097,32,reviewed,us,us
2022-05-09T22:33:06.797Z,-3.3689,146.347,10,6.3,mww,,49,5.861,0.88,us,us7000h87i,2022-05-10T22:39:30.882Z,"179 km SW of Lorengau, Papua New Guinea",earthquake,8.8,1.9,0.093,11,reviewed,us,us
2022-05-09T22:24:56.459Z,-13.1642,-74.7261,80.51,4.5,mb,,119,2.374,1.12,us,us7000h87h,2022-05-18T05:16:08.040Z,"28 km ESE of Huachocolpa, Peru",earthquake,9.2,7.2,0.091,35,reviewed,us,us
2022-05-09T22:10:58.223Z,-22.3701,170.3882,10,4.7,mb,,102,2.731,1.04,us,us6000hlic,2022-05-18T05:13:53.040Z,"274 km ESE of Tadine, New Caledonia",earthquake,5.9,1.9,0.112,24,reviewed,us,us
2022-05-09T22:10:50.821Z,-8.3934,-81.3199,10,4.8,mb,,79,3.157,0.97,us,us7000h87g,2022-05-18T05:02:20.040Z,"221 km WSW of Pacasmayo, Peru",earthquake,8.1,1.9,0.07,63,reviewed,us,us
2022-05-09T22:08:05.359Z,10.1921,93.8311,10,4.6,mb,,56,1.804,1.07,us,us6000hli3,2022-05-18T04:45:05.040Z,"201 km SE of Port Blair, India",earthquake,8,1.9,0.141,15,reviewed,us,us
2022-05-09T22:06:30.100Z,9.6727,93.4999,10,4.5,mb,,164,2.106,0.94,us,us6000hli4,2022-05-18T03:45:41.040Z,"235 km SSE of Port Blair, India",earthquake,9.5,1.8,0.15,13,reviewed,us,us
2022-05-09T20:54:11.298Z,0.5985,122.1405,98.32,4.6,mb,,41,1.45,0.96,us,us7000h86l,2022-05-16T18:30:51.040Z,"102 km W of Gorontalo, Indonesia",earthquake,6.7,5.3,0.069,63,reviewed,us,us
2022-05-09T19:23:09.130Z,-25.0556,-175.6554,10,5,mb,,76,4.65,0.8,us,us6000hlib,2022-05-16T18:11:32.040Z,"south of Tonga",earthquake,6.1,1.8,0.123,21,reviewed,us,us
2022-05-09T16:14:57.325Z,-35.7328,-103.5458,10,5.7,mww,,97,9.899,0.73,us,us7000h85r,2022-05-16T20:49:26.997Z,"southeast of Easter Island",earthquake,14.3,1.9,0.089,12,reviewed,us,us
2022-05-09T15:20:49.261Z,-17.9399,65.1367,10,4.8,mb,,50,9.423,0.54,us,us7000h852,2022-05-16T19:58:17.040Z,"264 km NE of Port Mathurin, Mauritius",earthquake,10.9,1.8,0.087,45,reviewed,us,us
2022-05-09T14:15:02.810Z,-17.0201,-173.4164,35,4.8,mb,,54,3.471,0.48,us,us7000h842,2022-05-16T19:31:50.040Z,"124 km SSE of Hihifo, Tonga",earthquake,8.7,1.9,0.076,56,reviewed,us,us
2022-05-09T14:09:20.058Z,24.0258,122.5546,24.97,4.6,mb,,54,0.605,0.52,us,us7000h840,2022-05-16T19:13:05.040Z,"Taiwan region",earthquake,4.8,3.8,0.103,30,reviewed,us,us
2022-05-09T13:21:56.302Z,-16.7573,-173.1002,35,4.5,mb,,124,23.083,0.32,us,us6000hlhu,2022-05-16T18:48:29.040Z,"115 km SE of Hihifo, Tonga",earthquake,15.6,2,0.172,12,reviewed,us,us
2022-05-09T13:11:54.950Z,13.9878,-91.4528,58.53,4.5,mb,,206,1.626,0.37,us,us7000h83s,2022-05-09T13:45:05.040Z,"28 km SW of Nueva Concepción, Guatemala",earthquake,8.1,25,0.27,4,reviewed,us,us
2022-05-09T13:00:24.868Z,14.0074,-91.4465,68.33,4.6,mb,,137,1.373,0.76,us,us7000h83m,2022-05-16T18:23:01.035Z,"26 km SW of Nueva Concepción, Guatemala",earthquake,7.6,5.9,0.044,156,reviewed,us,us
2022-05-09T11:59:49.600Z,-20.5779,-178.4272,593.19,4.5,mb,,105,4.36,0.51,us,us7000h83j,2022-05-09T12:24:11.040Z,"Fiji region",earthquake,13.9,8.1,0.06,80,reviewed,us,us
2022-05-09T08:33:07.547Z,34.5551,136.8917,329.08,5.2,mww,,25,0.801,0.75,us,us7000h82x,2022-05-09T23:44:06.615Z,"9 km NNE of Toba, Japan",earthquake,7.3,5.2,0.098,10,reviewed,us,us
2022-05-09T08:10:18.872Z,-16.5677,41.4593,10,4.5,mb,,76,6.012,0.42,us,us7000h82r,2022-05-09T10:49:06.040Z,"169 km ESE of António Enes, Mozambique",earthquake,8.3,1.9,0.106,27,reviewed,us,us
2022-05-09T07:45:52.221Z,23.9668,122.5455,24.26,5,mww,,87,0.655,0.62,us,us7000h82m,2022-05-09T08:41:23.895Z,"72 km SW of Yonakuni, Japan",earthquake,5.4,4.8,0.098,10,reviewed,us,us
2022-05-09T07:25:15.066Z,-33.6257,-69.5543,141.73,4.7,mb,,40,0.531,0.39,us,us7000h82k,2022-05-09T18:57:29.040Z,"94 km E of Puente Alto, Chile",earthquake,6.4,4.7,0.045,153,reviewed,us,us
2022-05-09T06:23:03.133Z,24.0222,122.5011,27.02,6.3,mww,,35,0.642,0.54,us,us7000h82f,2022-05-13T23:52:57.377Z,"70 km SW of Yonakuni, Japan",earthquake,5.5,1,0.075,17,reviewed,us,us
2022-05-09T04:04:30.197Z,-59.3155,-25.5148,35,4.6,mb,,89,9.72,0.65,us,us7000h81y,2022-05-17T02:24:02.040Z,"South Sandwich Islands region",earthquake,10.1,1.8,0.095,33,reviewed,us,us
2022-05-09T03:20:02.232Z,-38.5865,-68.9998,10,4.5,mb,,74,2.166,0.93,us,us7000h81q,2022-05-17T02:16:53.944Z,"31 km SW of Añelo, Argentina",earthquake,7.6,1.8,0.106,26,reviewed,us,us
2022-05-09T01:57:51.273Z,-0.2948,132.1742,10,4.5,mb,,116,1.072,1.04,us,us6000hlhb,2022-05-16T22:59:27.040Z,"120 km ENE of Sorong, Indonesia",earthquake,6.3,1.9,0.136,16,reviewed,us,us
2022-05-08T23:33:15.280Z,70.4207,-15.2101,10,5.4,mww,,32,6.156,0.68,us,us7000h816,2022-05-10T04:43:40.580Z,"246 km WSW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,5.4,1.8,0.035,79,reviewed,us,us
2022-05-08T23:03:45.953Z,-12.1937,121.9057,10,4.9,mb,,73,3.353,0.37,us,us7000h813,2022-05-10T04:22:36.040Z,"290 km SW of Kupang, Indonesia",earthquake,5.6,1.9,0.144,15,reviewed,us,us
2022-05-08T21:51:40.332Z,1.8243,127.1791,45.31,5.6,mww,,36,1.062,0.89,us,us7000h803,2022-05-17T03:14:36.365Z,"93 km W of Tobelo, Indonesia",earthquake,6.3,3.6,0.083,14,reviewed,us,us
2022-05-08T21:14:01.432Z,70.5007,-14.8575,10,5.1,mww,,39,2.162,0.84,us,us7000h7zy,2022-05-17T01:50:44.040Z,"231 km WSW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,6.2,1.7,0.059,28,reviewed,us,us
2022-05-08T19:43:16.241Z,-35.1989,-15.3,10,4.7,mb,,89,20.985,0.54,us,us7000h7zp,2022-05-08T20:50:25.040Z,"Tristan da Cunha region",earthquake,11.1,1.7,0.12,21,reviewed,us,us
2022-05-08T19:41:35.979Z,6.9858,93.9969,54.27,4.7,mb,,164,4.802,0.84,us,us7000h7zj,2022-05-08T20:43:50.040Z,"189 km NW of Sabang, Indonesia",earthquake,4.6,8.9,0.12,21,reviewed,us,us
2022-05-08T17:51:52.153Z,-22.707,170.0916,10,5,mb,,68,2.445,0.69,us,us7000h7z0,2022-05-08T18:11:03.040Z,"261 km ESE of Tadine, New Caledonia",earthquake,5.5,1.9,0.081,49,reviewed,us,us
2022-05-08T16:34:28.918Z,3.6683,126.8752,39.01,4.6,mb,,95,2.918,0.53,us,us7000h7yt,2022-05-15T18:38:04.040Z,"247 km SE of Sarangani, Philippines",earthquake,7.6,7.4,0.084,44,reviewed,us,us
2022-05-08T14:52:09.903Z,12.1353,143.6955,12.88,4.6,mb,,99,1.843,0.41,us,us6000hkws,2022-05-15T18:21:53.040Z,"Guam region",earthquake,10.9,5.5,0.078,52,reviewed,us,us
2022-05-08T14:30:31.146Z,38.3474,23.3996,10,4.5,mb,,67,1.651,0.74,us,us7000h7y3,2022-05-15T16:12:36.040Z,"7 km ENE of Thívai, Greece",earthquake,5.3,1.9,0.116,23,reviewed,us,us
2022-05-08T13:32:58.400Z,18.9755,-64.3585,25,5.5,ml,31,214,1.4822,0.35,pr,pr2022128001,2022-05-18T15:05:36.040Z,"84 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,1.55,26.8,0.12,23,reviewed,pr,pr
2022-05-08T13:22:31.254Z,35.0709,25.2599,8.51,4.7,mb,,68,0.372,0.58,us,us7000h7xj,2022-05-15T15:37:12.824Z,"8 km S of Arkalochóri, Greece",earthquake,5.7,3.8,0.054,108,reviewed,us,us
2022-05-08T12:17:31.112Z,3.689,126.9518,42,5,mb,,102,2.927,0.55,us,us7000h7x9,2022-05-08T12:34:57.040Z,"246 km NNW of Tobelo, Indonesia",earthquake,7.9,7.3,0.063,81,reviewed,us,us
2022-05-08T11:59:47.357Z,31.8637,104.5131,10,4.7,mb,,31,10.51,0.48,us,us7000h7x4,2022-05-08T12:18:06.040Z,"22 km WNW of Jiangyou, China",earthquake,7.6,1.8,0.057,93,reviewed,us,us
2022-05-08T10:40:26.333Z,-10.8502,66.7965,10,4.6,mb,,47,12.78,0.39,us,us6000hkwu,2022-05-17T10:48:48.040Z,"Mid-Indian Ridge",earthquake,4.5,1.9,0.094,34,reviewed,us,us
2022-05-08T10:30:23.686Z,-18.2714,-172.6439,10,4.5,mb,,74,4.416,0.52,us,us6000hkwl,2022-05-16T07:41:58.040Z,"147 km ENE of Neiafu, Tonga",earthquake,9.8,1.9,0.124,20,reviewed,us,us
2022-05-08T07:54:34.510Z,-3.5651,145.9392,10,4.8,mb,,72,6.241,0.74,us,us7000h7wh,2022-05-08T08:14:14.040Z,"183 km N of Madang, Papua New Guinea",earthquake,10.8,1.9,0.084,44,reviewed,us,us
2022-05-08T02:29:03.320Z,3.6698,126.9357,39.45,5.2,mww,,103,2.91,0.77,us,us7000h7vi,2022-05-08T02:46:55.040Z,"245 km NNW of Tobelo, Indonesia",earthquake,8.1,6.8,0.098,10,reviewed,us,us
2022-05-08T02:18:56.763Z,3.7611,126.9588,38.86,4.9,mb,,111,2.997,0.54,us,us7000h7vg,2022-05-08T02:37:18.040Z,"245 km SE of Sarangani, Philippines",earthquake,9.2,7.8,0.07,65,reviewed,us,us
2022-05-08T02:12:48.302Z,3.6462,126.8909,51.14,5,mb,,111,2.894,0.51,us,us7000h7ve,2022-05-08T02:30:25.040Z,"245 km NNW of Tobelo, Indonesia",earthquake,3.7,7.7,0.067,73,reviewed,us,us
2022-05-08T00:25:40.731Z,8.7093,-83.1791,18.29,5,mww,,84,0.492,1,us,us7000h7v8,2022-05-09T03:54:17.160Z,"13 km NNW of Golfito, Costa Rica",earthquake,5.3,3.8,0.068,21,reviewed,us,us
2022-05-07T23:02:19.571Z,6.5305,127.0929,35,4.7,mb,,110,1.595,1.36,us,us7000h7ur,2022-05-07T23:17:11.040Z,"91 km SE of Lukatan, Philippines",earthquake,7.1,2,0.053,107,reviewed,us,us
2022-05-07T18:13:27.545Z,54.1485,163.2493,10,5.1,mb,,25,2.964,0.77,us,us7000h7tk,2022-05-11T15:49:29.040Z,"236 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,7,1.8,0.023,607,reviewed,us,us
2022-05-07T16:58:12.323Z,18.7732,145.5078,214.73,5.6,mww,,45,5.191,1.1,us,us7000h7t6,2022-05-18T17:08:17.752Z,"Pagan region, Northern Mariana Islands",earthquake,9.5,5,0.048,42,reviewed,us,us
2022-05-07T16:25:33.542Z,-10.2079,161.2362,81.63,5.2,mww,,26,1.482,0.97,us,us7000h7sz,2022-05-10T14:14:31.040Z,"79 km WNW of Kirakira, Solomon Islands",earthquake,9.3,3.7,0.078,16,reviewed,us,us
2022-05-07T15:44:45.011Z,-20.1235,-175.1685,130.06,4.5,mb,,115,6.434,0.86,us,us6000hkvi,2022-05-16T17:25:47.040Z,"91 km WSW of Pangai, Tonga",earthquake,14,6.5,0.15,13,reviewed,us,us
2022-05-07T11:53:56.936Z,26.7775,126.4617,10,5.5,mww,,39,1.619,0.89,us,us7000h7s7,2022-05-10T19:05:40.040Z,"136 km WNW of Naha, Japan",earthquake,6,1.9,0.058,29,reviewed,us,us
2022-05-07T11:31:15.267Z,-10.9054,165.8806,35,4.5,mb,,97,6.019,0.37,us,us7000h7s0,2022-05-07T12:17:08.040Z,"21 km SSE of Lata, Solomon Islands",earthquake,10.9,2,0.121,23,reviewed,us,us
2022-05-07T06:12:23.516Z,-36.4884,-72.9161,29.4,4.5,mwr,,78,0.34,0.65,us,us7000h7qm,2022-05-07T16:51:29.655Z,"14 km NNE of Tomé, Chile",earthquake,6.7,5.9,0.046,46,reviewed,us,us
2022-05-07T01:17:55.366Z,14.1543,-91.2358,89.02,4.7,mb,,150,1.435,1.08,us,us7000h7p6,2022-05-13T23:54:49.923Z,"8 km SE of Nueva Concepción, Guatemala",earthquake,8.3,7.3,0.027,408,reviewed,us,us
2022-05-06T23:29:00.446Z,-15.752,-70.5974,205.74,4.5,mb,,120,2.117,0.79,us,us7000h7np,2022-05-06T23:46:55.040Z,"6 km S of Santa Lucía, Peru",earthquake,9.8,11.9,0.145,14,reviewed,us,us
2022-05-06T21:25:56.977Z,-25.2065,179.5636,526.35,4.5,mb,,97,4.618,1.03,us,us7000h7n7,2022-05-06T22:10:36.040Z,"south of the Fiji Islands",earthquake,11.9,7.6,0.124,19,reviewed,us,us
2022-05-06T17:02:26.918Z,-25.1766,179.6151,508.28,5.4,mww,,32,4.623,0.83,us,us7000h7l3,2022-05-07T17:05:07.135Z,"south of the Fiji Islands",earthquake,9.2,5,0.098,10,reviewed,us,us
2022-05-06T16:51:08.349Z,13.8342,-92.6303,10,4.9,mb,,160,2.479,1,us,us7000h7l0,2022-05-07T03:36:25.433Z,"88 km SSW of Ocós, Guatemala",earthquake,7.5,1.7,0.033,296,reviewed,us,us
2022-05-06T16:11:48.812Z,-22.7939,170.6753,10,4.5,mb,,107,2.987,1.87,us,us7000h7kq,2022-05-06T17:52:26.040Z,"southeast of the Loyalty Islands",earthquake,5.6,1.9,0.102,28,reviewed,us,us
2022-05-06T14:04:02.946Z,-21.8539,170.5156,109.04,4.9,mb,,38,2.942,0.86,us,us7000h7jg,2022-05-16T07:09:06.040Z,"274 km E of Tadine, New Caledonia",earthquake,7.7,5.9,0.05,125,reviewed,us,us
2022-05-06T13:21:07.558Z,26.8335,126.5082,10,5.4,mww,,41,1.576,0.61,us,us7000h7j8,2022-05-16T06:52:18.866Z,"135 km WNW of Naha, Japan",earthquake,6,1.7,0.046,46,reviewed,us,us
2022-05-06T12:44:48.629Z,-29.1846,-68.2252,56.48,4.6,mb,,43,1.809,0.42,us,us7000h7hv,2022-05-16T06:20:06.040Z,"47 km S of Vinchina, Argentina",earthquake,3.9,5.5,0.055,99,reviewed,us,us
2022-05-06T12:32:30.404Z,-20.7359,-175.6503,79.08,4.8,mb,,47,6.651,0.54,us,us7000h7hu,2022-05-16T05:27:04.040Z,"64 km NW of Nuku‘alofa, Tonga",earthquake,8.8,7,0.044,159,reviewed,us,us
2022-05-06T10:34:20.528Z,-22.7768,170.3542,10,4.5,mb,,111,2.69,0.46,us,us7000h7he,2022-05-06T12:26:03.040Z,"289 km ESE of Tadine, New Caledonia",earthquake,7.7,1.7,0.135,16,reviewed,us,us
2022-05-06T09:19:13.469Z,-4.8285,68.5884,10,4.7,mb,,118,13.066,0.54,us,us7000h7hb,2022-05-06T10:45:19.040Z,"Chagos Archipelago region",earthquake,13.1,1.9,0.108,28,reviewed,us,us
2022-05-06T08:41:20.956Z,-14.977,166.9074,56.31,5,mb,,70,6.079,1.01,us,us7000h7h5,2022-05-06T08:58:40.040Z,"19 km WNW of Port-Olry, Vanuatu",earthquake,5.4,7.3,0.087,42,reviewed,us,us
2022-05-06T07:34:51.304Z,8.704,126.4271,60.6,4.8,mb,,103,1.828,0.52,us,us7000h7h0,2022-05-06T08:13:51.588Z,"18 km SE of Marihatag, Philippines",earthquake,9.8,7.2,0.058,92,reviewed,us,us
2022-05-06T06:21:18.587Z,26.9455,66.285,10,5.2,mww,,79,7.933,0.71,us,us7000h7gi,2022-05-06T23:43:32.961Z,"79 km N of Bela, Pakistan",earthquake,8.7,1.8,0.083,14,reviewed,us,us
2022-05-06T04:40:52.511Z,6.5075,127.0277,48.16,4.6,mb,,115,1.543,1.14,us,us6000hktt,2022-05-13T23:42:06.040Z,"86 km ESE of Bobon, Philippines",earthquake,9.7,1.4,0.165,13,reviewed,us,us
2022-05-06T04:17:06.092Z,-8.327,121.6518,34.97,4.5,mb,,131,0.655,1.03,us,us6000hkts,2022-05-13T23:26:48.040Z,"57 km N of Ende, Indonesia",earthquake,5.5,9.6,0.191,9,reviewed,us,us
2022-05-06T03:13:47.168Z,-5.9352,148.8304,97.54,4.8,mb,,72,3.745,0.53,us,us7000h7fm,2022-05-06T03:31:53.040Z,"84 km WNW of Kandrian, Papua New Guinea",earthquake,10.5,5.7,0.053,114,reviewed,us,us
2022-05-06T02:03:27.627Z,-17.4475,167.2274,10,4.5,mb,,129,4.155,0.66,us,us6000hktx,2022-05-13T22:49:13.040Z,"119 km WNW of Port-Vila, Vanuatu",earthquake,13,1.9,0.181,10,reviewed,us,us
2022-05-06T01:36:19.886Z,6.2731,127.2412,41.24,4.5,mb,,120,1.83,1.11,us,us6000hktv,2022-05-13T22:21:25.040Z,"118 km E of Pondaguitan, Philippines",earthquake,7,8.9,0.221,7,reviewed,us,us
2022-05-06T00:48:02.758Z,28.4517,64.3204,10,5.1,mb,,120,7.286,0.9,us,us7000h7er,2022-05-06T01:05:22.040Z,"49 km S of Dalbandin, Pakistan",earthquake,9.8,1.9,0.045,163,reviewed,us,us
2022-05-06T00:02:27.638Z,6.5349,126.9431,68.27,5.3,mb,,77,1.455,0.83,us,us7000h7ek,2022-05-06T00:20:58.040Z,"77 km ESE of Bobon, Philippines",earthquake,8.3,6.7,0.038,228,reviewed,us,us
2022-05-05T22:58:42.842Z,51.5503,-176.7908,51.38,4.7,mb,,129,0.339,0.8,us,us7000h7ec,2022-05-06T00:27:02.186Z,"37 km SSW of Adak, Alaska",earthquake,6.3,5.4,0.036,234,reviewed,us,us
2022-05-05T22:55:17.190Z,-21.1407,-175.6895,148.49,4.6,mb,,124,6.801,0.87,us,us7000h7eb,2022-05-05T23:34:53.040Z,"49 km W of Haveluloto, Tonga",earthquake,11.7,7.3,0.122,20,reviewed,us,us
2022-05-05T21:05:24.169Z,-33.1245,-73.0439,10,5.1,mww,,61,1.176,1.04,us,us7000h7dn,2022-05-06T09:19:58.900Z,"Off the coast of Valparaiso, Chile",earthquake,5.1,1.8,0.093,11,reviewed,us,us
2022-05-05T20:29:21.625Z,-16.0307,-72.8853,59.75,4.5,mb,,151,3.365,0.64,us,us7000h7df,2022-05-12T20:09:05.040Z,"26 km S of Andaray, Peru",earthquake,10.4,11.5,0.172,10,reviewed,us,us
2022-05-05T20:15:48.334Z,-17.3833,167.6708,20.28,5.6,mww,,34,4.492,1.11,us,us7000h7da,2022-05-12T18:20:29.938Z,"78 km WNW of Port-Vila, Vanuatu",earthquake,7.9,3.4,0.052,35,reviewed,us,us
2022-05-05T19:54:43.124Z,6.5811,127.0154,28.13,5.2,mww,,46,1.506,1.15,us,us7000h7d0,2022-05-12T18:06:18.040Z,"80 km SE of Lukatan, Philippines",earthquake,4.9,3.6,0.068,21,reviewed,us,us
2022-05-05T19:25:55.689Z,18.6952,145.6577,184.21,5.3,mww,,35,5.133,1.14,us,us7000h7cj,2022-05-17T19:36:06.926Z,"Pagan region, Northern Mariana Islands",earthquake,8,4.1,0.052,35,reviewed,us,us
2022-05-05T15:26:10.273Z,-5.4645,154.2195,145.16,4.5,mb,,93,2.407,0.65,us,us7000h7bd,2022-05-05T16:00:45.040Z,"168 km NW of Panguna, Papua New Guinea",earthquake,10.1,0.8,0.047,144,reviewed,us,us
2022-05-05T14:54:31.864Z,6.5741,126.9605,64.61,4.6,mb,,118,1.457,0.88,us,us7000h7ay,2022-05-05T15:18:37.040Z,"76 km SE of Lukatan, Philippines",earthquake,4.1,8.1,0.061,80,reviewed,us,us
2022-05-05T14:05:54.209Z,-5.451,147.2786,196.76,5.2,mww,,19,5.026,0.75,us,us7000h7a3,2022-05-06T16:59:22.040Z,"137 km NNW of Finschhafen, Papua New Guinea",earthquake,9.5,4.5,0.075,17,reviewed,us,us
2022-05-05T13:43:33.426Z,-7.5443,127.7582,170.83,4.5,mb,,57,3.535,0.88,us,us7000h79r,2022-05-05T14:46:21.040Z,"136 km NE of Lospalos, Timor Leste",earthquake,9,9.2,0.139,15,reviewed,us,us
2022-05-05T11:06:54.150Z,13.8761,119.4435,10,4.7,mb,,85,9.627,0.46,us,us7000h791,2022-05-05T11:53:48.040Z,"65 km W of Cabra, Philippines",earthquake,6.3,1.9,0.102,29,reviewed,us,us
2022-05-05T10:37:33.491Z,6.5578,126.9107,78.99,5.1,mb,,77,1.416,0.85,us,us7000h78u,2022-05-05T10:54:33.040Z,"72 km ESE of Bobon, Philippines",earthquake,8.6,7,0.063,82,reviewed,us,us
2022-05-05T10:25:24.140Z,28.0233,129.99,10,4.5,mb,,96,1.931,0.65,us,us7000h78w,2022-05-05T16:16:29.526Z,"62 km SE of Naze, Japan",earthquake,6.6,1.9,0.11,24,reviewed,us,us
2022-05-05T09:42:01.962Z,36.1272,139.8633,51.37,5,mb,,98,1.403,1.06,us,us7000h78s,2022-05-17T17:42:42.723Z,"6 km ENE of Sakai, Japan",earthquake,4.8,6.2,0.031,330,reviewed,us,us
